name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
succo di mela di mirtillo rosso,38.8,154,0.0,0.3,0.0,False,False,False,False,frutta,120
succo d'arancia d'ananas,29.5,125,3.3,0.0,0.3,False,False,False,True,frutta,120
nettare di pera,39.4,150,0.3,0.062,1.5,True,False,True,True,frutta,120
Succo di more,19.5,95,0.8,1.5,0.3,False,True,False,True,condimenti,10
succo di limone,16.6,54,0.9,0.6,0.7,False,False,False,False,frutta,120
Succo d'uva di mirtillo rosso,34.3,137,0.5,0.2,0.2,False,False,False,False,frutta,120
succo di agrumi,28.3,114,0.8,0.057,0.2,False,False,False,True,grassi,15
succo di prugna secca,44.7,182,1.6,0.006,2.6,False,False,False,False,frutta,120
guanabana nettare,37.5,148,0.3,0.4,0.3,True,True,True,True,frutta,120
succo di frutta,26.3,108,0.3,0.1,0.2,True,True,True,False,frutta,120
horchata,3.3,15,0.1,0.2,0.0,True,True,True,True,frutta,120
punch di frutta,24.4,98,0.2,0.4,0.0,True,True,True,True,frutta,120
nettare di albicocche,35.7,139,0.9,0.2,1.5,True,True,True,True,frutta,120
"arancionsaft jaCity name (optional, probably does not need a translation)",1.4,86,0.0,0.0,0.0,True,True,True,True,dolcificanti,5
fruchtcocktail granini,1.0,102,0.0,0.4,0.0,True,True,True,True,frutta,120
nettare di pesche,29.7,125,0.5,1.3,0.2,True,False,True,True,frutta,120
Succo d'ananas d'arancia,3.6,15,0.1,0.08,0.032,False,False,False,True,frutta,120
Succo di mirtillo rosso,24.4,92,0.8,0.3,0.2,False,False,False,False,dolcificanti,5
succo di pompelmo bianco,22.7,96,1.2,0.2,0.2,False,False,False,False,dolcificanti,5
nettare di mango,32.9,128,0.3,0.2,0.8,False,True,True,True,frutta,120
acerola succo di ciliegia,11.6,56,1.0,0.7,0.7,False,False,False,True,frutta,120
concentrato di succo di mela,86.5,350,1.1,0.8,0.8,True,True,False,False,frutta,120
papaya nettare,36.3,143,0.4,0.4,1.5,True,True,True,True,frutta,120
Martinelli di succo di mela,0.0,122,0.0,0.0,0.0,False,False,False,False,frutta,120
succo di lime,20.4,61,1.0,0.2,1.0,False,False,False,False,frutta,120
Succo d'uva,37.4,152,0.9,0.3,0.5,False,True,True,True,frutta,120
acqua dannon,0.0,0,0.0,0.0,0.0,True,True,True,True,frutta,120
acqua di rubinetto,0.0,0,0.0,0.0,0.0,False,False,True,False,carboidrati,100
acqua di mare,0.0,0,0.0,0.0,0.0,True,True,False,True,frutta,120
acqua aromatizzata alla frutta,13.0,52,0.0,0.0,0.0,False,False,True,False,frutta,120
acqua,0.0,0,0.0,0.0,0.0,True,True,True,True,frutta,120
cola light coca cola,0.0,0,0.0,0.0,0.0,True,True,True,True,frutta,120
limone lime soda,38.4,151,0.3,0.0,0.0,True,True,True,True,frutta,120
acqua tonica,29.6,114,0.0,0.0,0.0,True,True,True,True,frutta,120
limonata a basso contenuto calorico,1.6,7,0.092,0.0,0.0,False,False,True,False,carboidrati,100
ginger ale,17.5,68,0.0,0.0,0.0,True,True,True,True,condimenti,10
gelato tè sapore di limone nestle,22.3,88,0.0,0.0,0.0,False,False,False,True,frutta,120
sprite coca cola,20.3,80,0.1,0.063,0.0,True,True,True,True,frutta,120
cola coca cola,38.9,151,0.0,0.0,0.0,True,True,True,True,condimenti,10
cola,19.1,74,0.1,0.07,0.0,True,True,True,True,condimenti,10
Crema soda,65.7,252,0.0,0.0,0.0,True,True,True,True,condimenti,10
randello soda,0.0,0,0.0,0.0,0.0,True,True,True,True,condimenti,10
limonata rosa,21.6,86,0.1,0.3,0.2,True,True,False,True,carboidrati,100
uva soda,41.7,160,0.0,0.0,0.0,True,True,True,True,frutta,120
cola senza caffeina coca cola,38.9,151,0.0,0.0,0.0,True,True,False,False,frutta,120
limonata bianca,20.8,80,0.1,0.003,0.0,True,True,True,False,carboidrati,100
cioccolata soda,52.6,207,0.0,0.0,0.0,True,True,True,True,condimenti,10
Lipton al tè dolce,35.0,130,0.0,0.0,0.0,False,False,True,False,dolcificanti,5
tè di ibisco,14.8,74,0.9,1.3,0.6,False,False,False,True,condimenti,10
tè al limone istantaneo,0.3,2,0.1,0.0,0.0,False,False,False,True,frutta,120
pesca tè santal,0.0,116,0.0,0.0,0.0,True,False,True,True,frutta,120
tè al limone istantaneo addolcito,22.3,91,0.071,0.2,0.3,False,False,False,False,frutta,120
tè con latte e zucchero yorkshire,0.4,15,0.0,0.5,0.0,True,True,True,True,proteine,90
tè mirtillo muffin tekanne,0.4,4,0.0,0.2,0.0,True,True,True,True,carboidrati,100
tè alla camomilla,0.4,2,0.0,0.0,0.0,False,False,False,False,carboidrati,100
tè nero,0.7,2,0.0,0.0,0.0,False,False,True,True,verdura,80
Tè alle erbe,0.4,2,0.0,0.0,0.0,True,False,True,True,proteine,90
Succo di pomodoro di vongola,18.2,80,1.0,0.3,0.7,True,True,True,False,verdura,80
succo di pomodoro,8.6,41,2.1,0.7,1.0,False,False,True,False,verdura,80
Succo di verdure,11.1,53,1.5,0.2,1.9,True,True,True,True,verdura,80
succo di pomodoro di verdure,11.1,53,1.5,0.2,1.9,False,False,True,True,verdura,80
succo di carota,18.6,80,1.9,0.3,1.6,False,False,False,True,verdura,80
ghianda secca,15.2,144,2.3,8.9,0.0,True,True,False,True,verdura,80
Semi di fieno greco,6.5,36,2.6,0.7,2.7,False,True,True,False,grassi,15
nocciolina mcdonalds,4.6,181,7.9,15.0,0.0,True,True,True,True,condimenti,10
Faggio essiccato,10.1,173,1.9,15.0,0.0,False,False,True,False,frutta,120
semi di nocciola cruda,13.1,61,1.7,0.3,0.0,False,True,False,False,grassi,15
Semi di cumino,0.9,8,0.4,0.5,0.2,True,True,True,True,grassi,15
Pili dadi secchi,4.8,863,13.0,95.5,0.0,False,False,False,False,dolcificanti,5
Nocciole arrostite,5.3,194,4.5,18.7,2.8,False,True,True,True,verdura,80
Lupini cotti,15.4,193,25.8,4.8,4.6,False,True,False,False,grassi,15
Nocciole sbollentate,4.8,178,3.9,17.3,3.1,True,True,True,True,dolcificanti,5
Brazilnuts essiccati,0.6,33,0.7,3.3,0.4,False,False,True,True,condimenti,10
semi di girasole tostati a secco,1.9,47,1.5,4.0,0.9,True,True,True,True,grassi,15
noci di ginkgo in scatola,34.3,172,3.5,2.5,14.4,True,False,True,True,grassi,15
arachidi cotte,38.3,572,24.3,39.6,15.8,False,False,False,True,grassi,15
semi di zucca essiccati,13.8,721,39.0,63.3,7.7,True,True,True,True,grassi,15
Noci di anacardi crude,8.5,156,5.2,12.4,0.9,False,False,False,False,grassi,15
semi di girasole essiccati,9.2,269,9.6,23.7,4.0,False,True,True,False,grassi,15
semi di loto essiccati,20.6,106,4.9,0.6,0.0,False,False,True,False,grassi,15
butternuts essiccati,14.5,734,29.9,68.4,5.6,True,False,True,True,frutta,120
semi di sesamo essiccati,2.1,52,1.6,4.5,1.1,False,False,True,False,grassi,15
semi di frutta a guscio,8.8,57,2.2,1.7,1.6,True,True,True,False,grassi,15
pinoli pinyon essiccati,0.01,1,0.083,0.073,0.005,True,True,True,True,grassi,15
pinoli essiccati,17.7,909,18.5,92.3,5.0,False,True,False,False,grassi,15
Semi di lino,3.0,55,1.9,4.3,2.8,False,True,True,True,grassi,15
Semi di cartamo essiccati,9.7,146,4.6,10.9,0.0,False,False,False,False,grassi,15
pistacchi crudi,33.8,691,24.9,55.8,12.7,False,True,True,True,frutta,120
arachidi crude,23.5,828,37.7,71.9,12.4,False,False,True,True,grassi,15
Semi di papavero,2.5,46,1.6,3.7,1.7,False,False,False,False,grassi,15
valencia noccioline crude,30.5,832,36.6,69.5,12.7,False,False,True,True,condimenti,10
arachidi spagnole,23.1,832,38.2,72.4,13.9,True,True,True,True,grassi,15
Semi di aneto,3.6,20,1.1,1.0,1.4,True,True,True,True,grassi,15
Semi di camelina,3.3,22,1.3,1.0,2.5,True,True,True,True,grassi,15
acorna cruda,11.5,110,1.7,6.8,0.0,True,True,False,True,frutta,120
Mandorle arrostite,5.3,182,6.4,16.6,3.2,False,True,True,True,grassi,15
semi di loto crudi,4.9,25,1.2,0.1,0.0,False,True,True,False,grassi,15
Castagne e marroni cotti,7.9,37,0.6,0.4,0.0,False,False,True,True,frutta,120
Semi di erba medica,0.002,1,0.1,0.075,0.015,True,True,True,True,grassi,15
arachidi virginia arrostite,6.0,173,7.8,14.6,2.7,True,True,True,True,grassi,15
nocciole crude,12.5,471,11.2,45.6,7.3,True,True,True,True,condimenti,10
Semi di anice,1.1,7,0.4,0.3,0.3,True,True,True,True,grassi,15
noci di macadamia arrostite,4.0,215,2.3,22.8,2.4,True,True,True,True,grassi,15
studentenfutter alnatura,13.2,139,3.1,7.8,0.031,True,True,True,True,frutta,120
semi di zucca tostati,1.2,46,2.4,3.9,0.5,True,True,True,True,grassi,15
castagne d'acqua crude,29.7,120,1.7,0.1,3.7,True,True,True,True,frutta,120
Castagne e marroni tostati,7.9,37,0.5,0.3,0.8,False,True,True,True,dolcificanti,5
noci di ginkgo crude,10.6,52,1.2,0.5,0.0,False,False,True,True,grassi,15
mandorle crude,0.3,9,0.3,0.7,0.2,True,True,True,True,grassi,15
arachidi arrostite,4.6,180,8.4,15.8,2.8,False,True,False,True,grassi,15
semi di girasole tostati,27.6,829,23.1,76.1,15.4,True,True,True,True,grassi,15
Semi di sisimbrio,43.1,235,9.0,3.4,0.0,False,False,True,False,grassi,15
semi di albero di pane secchi,127.0,587,13.8,2.7,23.8,True,True,True,False,carboidrati,100
pecan crudi,15.1,753,10.0,78.4,10.5,True,False,True,True,frutta,120
semi di chia essiccati,11.9,138,4.7,8.7,9.7,False,False,False,False,grassi,15
castagne giapponesi arrostite,12.8,57,0.8,0.2,0.0,False,True,False,False,carboidrati,100
semi di sesamo tostati,2.1,45,1.4,3.8,1.1,True,True,True,False,grassi,15
Noci di anacardi arrostite,9.0,174,5.1,14.3,1.0,True,True,False,True,grassi,15
Lupini crudi,72.7,668,65.1,17.5,34.0,False,True,True,False,grassi,15
semi di senape macinati,0.6,10,0.5,0.7,0.2,False,True,False,True,grassi,15
noci miste arrostite,7.6,178,5.2,15.4,2.7,True,True,False,True,grassi,15
salat mix alestro,2.4,61,0.0,5.2,0.0,True,True,True,True,frutta,120
castagne crude,66.0,309,3.5,3.3,11.7,True,True,True,True,condimenti,10
pistacchi arrostiti,8.5,172,6.3,13.7,3.1,False,True,True,True,carboidrati,100
noce,0.7,33,0.8,3.3,0.3,True,True,True,True,proteine,90
Semi di sedano,2.7,25,1.2,1.6,0.8,False,False,False,False,verdura,80
Hickorynuts essiccati,21.9,788,15.3,77.2,7.7,True,True,True,True,condimenti,10
arachidi spagnole arrostite,25.7,851,41.2,72.1,13.1,True,True,True,True,grassi,15
semi di woca essiccati,22.6,102,2.2,0.3,5.4,True,True,False,False,grassi,15
pecan torrefatti,3.9,215,2.8,22.6,2.9,False,False,True,True,verdura,80
Semi di finocchio,1.0,7,0.3,0.3,0.8,True,True,True,True,grassi,15
castagne cinesi arrostite,14.8,68,1.3,0.3,0.0,False,False,True,True,frutta,120
Semi di anguria essiccati,16.5,602,30.6,51.2,0.0,True,True,True,True,frutta,120
noci di macadamia crude,0.7,38,0.4,4.0,0.5,True,False,True,True,grassi,15
pectina,45.2,163,0.2,0.2,4.3,True,False,True,True,frutta,120
noce nero essiccato,0.5,31,1.2,3.0,0.3,False,True,True,True,verdura,80
in scatola di castagne d'acqua,17.2,70,1.2,0.015,3.5,False,True,True,False,frutta,120
noci di ginkgo essiccate,20.5,98,2.9,0.6,0.0,False,False,True,False,grassi,15
arachidi virginia crude,24.1,822,36.8,71.2,12.4,True,True,True,True,grassi,15
valencia noccioline arrostite,4.9,177,8.1,15.4,2.7,False,False,False,True,verdura,80
nesfit dieta cereali nestle,0.0,75,0.0,0.0,0.0,False,True,True,True,grassi,15
Grano saraceno cotto,37.9,182,4.4,1.2,2.1,False,False,True,False,carboidrati,100
Fiocchi di amaranto,27.0,134,5.9,2.7,3.6,False,False,True,True,carboidrati,100
ranola,32.3,293,8.2,14.6,5.3,True,True,True,True,dolcificanti,5
muesli con frutta a guscio,45.7,231,4.3,3.4,5.8,False,False,True,False,frutta,120
muesli master crumble,4.5,124,2.4,2.4,0.0,True,True,True,True,condimenti,10
fiocchi di crusca,32.2,131,4.0,0.8,7.3,True,False,True,False,carboidrati,100
Cereali da frutta a guscio,46.2,245,4.0,5.9,3.6,False,True,True,True,frutta,120
Fiocchi di mais,24.6,108,1.7,0.3,0.8,False,False,True,False,carboidrati,100
Grano saraceno secco,7.7,36,0.7,0.2,0.4,False,False,True,False,carboidrati,100
margarina con yogurt,0.073,88,0.058,9.8,0.0,True,True,True,True,proteine,90
burro di semi di girasole,3.7,99,2.8,8.8,0.9,True,True,True,True,grassi,15
olio di nocciola,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
olio di pesce menhaden,0.0,1966,0.0,218.0,0.0,True,True,True,True,proteine,90
olio di pesce di fegato di merluzzo,0.0,123,0.0,13.6,0.0,True,True,True,False,proteine,90
Olio di sardina,0.0,123,0.0,13.6,0.0,True,True,True,False,grassi,15
olio di cupu assu,0.0,120,0.0,13.6,0.0,False,False,True,False,grassi,15
lardo,0.0,115,0.0,12.8,0.0,True,True,True,False,grassi,15
burro di sesamo,3.8,94,2.9,8.1,0.9,True,False,True,True,grassi,15
spread di margarina,0.1,59,0.082,6.7,0.0,True,True,True,True,grassi,15
olio vegetale di strutto,0.0,115,0.0,12.8,0.0,False,False,True,False,grassi,15
accorciamento,0.0,113,0.0,12.8,0.0,False,False,True,True,dolcificanti,5
spalmatura di olio vegetale,0.1,75,0.007,8.4,0.0,False,False,True,False,grassi,15
olio di semi di cotone,0.0,120,0.0,13.6,0.0,False,True,False,False,grassi,15
olio vegetale spalmato senza grassi,0.4,6,0.2,0.5,0.0,False,False,False,False,grassi,15
margarina di soia,0.0,88,0.0,9.9,0.0,False,False,False,True,grassi,15
margarina con sale,0.017,100,0.031,11.3,0.0,True,True,True,True,grassi,15
margarina,0.018,102,0.037,11.5,0.0,True,True,True,True,grassi,15
olio di pesce di salmone,0.0,123,0.0,13.6,0.0,True,True,True,True,proteine,90
olio di burro di noce moscata,0.0,1927,0.0,218.0,0.0,True,False,True,True,grassi,15
burro di mandorle,3.0,98,3.4,8.9,1.6,True,False,True,True,grassi,15
acido crema shoprite,1.0,60,0.0,5.0,0.0,False,False,True,True,carboidrati,100
olio di burro di ucuhuba,0.0,120,0.0,13.6,0.0,True,False,True,True,grassi,15
grasso di pollo,0.0,115,0.0,12.8,0.0,True,True,True,False,proteine,90
olio di pesce aringa,0.0,123,0.0,13.6,0.0,True,True,True,False,proteine,90
grasso di pancetta,0.0,39,0.0,4.3,0.0,True,True,False,True,grassi,15
Grasso di tacchino,0.0,45,0.0,5.0,0.0,True,True,False,False,grassi,15
sego di manzo,0.0,115,0.0,12.8,0.0,True,True,True,False,proteine,90
grasso d'oca,0.0,45,0.0,5.0,0.0,True,True,True,False,grassi,15
grasso di anatra,0.0,44,0.0,5.0,0.0,True,True,False,False,grassi,15
sego di montone,0.0,45,0.0,5.0,0.0,False,True,True,False,dolcificanti,5
olio di semi di uva,0.0,120,0.0,13.6,0.0,False,True,True,True,frutta,120
Olio di karité,0.0,1927,0.0,218.0,0.0,False,False,False,False,grassi,15
olio di mandorle,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
olio di girasole,0.0,120,0.0,13.6,0.0,False,False,True,False,grassi,15
Burro di anacardi,4.4,94,2.8,7.9,0.3,True,False,False,True,grassi,15
olio di canola,0.0,124,0.0,14.0,0.0,False,False,False,False,grassi,15
olio di babassu,0.0,1927,0.0,218.0,0.0,False,False,False,False,grassi,15
olio di semi di tè,0.0,120,0.0,13.6,0.0,False,False,True,False,grassi,15
olio di avocado,0.0,124,0.0,14.0,0.0,True,True,False,True,grassi,15
olio di palma vegetale,0.0,117,0.0,13.6,0.0,False,False,False,False,grassi,15
olio di cocco,0.0,117,0.0,13.6,0.0,False,False,False,False,grassi,15
olio di cartamo,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
olio vegetale,0.0,120,0.0,13.6,0.0,False,False,True,False,grassi,15
olio di kernel di albicocche,0.0,40,0.0,4.5,0.0,True,True,True,True,grassi,15
olio di arachidi,0.0,119,0.0,13.5,0.0,False,False,False,False,grassi,15
olio di papavero,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
olio di semi di lino,0.0,120,0.086,13.6,0.0,False,False,True,False,grassi,15
olio di semi di pomodoro,0.0,1927,0.0,218.0,0.0,False,False,True,False,verdura,80
olio di germe di frumento,0.0,120,0.0,13.6,0.0,True,False,True,True,grassi,15
olio di sesamo,0.0,40,0.0,4.5,0.0,False,False,True,False,grassi,15
olio di mais granola,0.0,124,0.0,14.0,0.0,False,False,True,False,carboidrati,100
olio di burro di cacao,0.0,120,0.0,13.6,0.0,True,False,True,True,grassi,15
olio d'oliva,0.0,119,0.0,13.5,0.0,False,True,True,False,grassi,15
olio di palmisti,0.0,40,0.0,4.5,0.0,False,False,False,False,grassi,15
olio di senape,0.0,124,0.0,14.0,0.0,False,False,True,False,grassi,15
olio di crusca di riso,0.0,120,0.0,13.6,0.0,False,False,True,False,carboidrati,100
verdure maccheroni secche,62.9,308,11.0,0.9,3.6,False,True,True,True,verdura,80
noodles di chow mein,37.5,257,5.9,9.9,1.5,True,True,True,True,condimenti,10
tagliatelle cinesi,111.9,456,0.2,0.094,0.7,False,True,False,False,dolcificanti,5
maccheroni di verdure cotti,35.7,172,6.1,0.1,5.8,False,False,True,True,dolcificanti,5
pasta di mais secca,83.2,375,7.8,2.2,11.6,False,False,True,False,carboidrati,100
tagliatelle d'uovo secche,27.1,146,5.4,1.7,1.3,True,False,True,True,proteine,90
spaghetti di grano intero secchi,21.2,98,4.1,0.4,0.0,False,False,True,False,carboidrati,100
tagliatelle di soba giapponesi asciutte,21.1,95,4.1,0.2,0.0,False,True,False,True,dolcificanti,5
tagliatelle di riso secche,23.6,103,1.0,0.2,0.5,False,True,True,False,carboidrati,100
Spaghetti di spinaci secchi,21.2,105,3.8,0.4,3.0,False,False,True,False,carboidrati,100
tagliatelle d'uovo cotte,20.1,110,3.6,1.7,1.0,True,True,True,True,proteine,90
noodles cotto in frantumi giapponesi,48.5,231,7.0,0.3,0.0,False,False,False,True,condimenti,10
maccheroni di grano intero secchi,78.8,365,15.4,1.5,8.7,False,False,True,True,carboidrati,100
pasta marinara e salsa di manzo macinata,4.1,41,2.5,1.6,0.5,True,True,True,True,carboidrati,100
maccheroni crudi,78.4,390,13.7,1.6,3.4,True,True,True,True,frutta,120
spaghetti secchi,21.1,105,3.7,0.4,0.9,True,True,True,True,carboidrati,100
fusilli cucina,3.4,100,0.0,0.4,0.0,True,True,False,False,verdura,80
giapponese anime tagliatelle asciutte,21.0,101,3.2,0.2,1.2,True,True,False,True,dolcificanti,5
pasta cotta,57.3,301,11.8,2.4,0.0,False,True,True,False,carboidrati,100
maccheroni cotti,43.2,221,8.1,1.3,2.5,False,False,True,True,frutta,120
Spaghetti all'uovo di spinaci secchi,26.7,145,5.6,1.7,2.6,True,False,True,True,carboidrati,100
tagliatelle di soba giapponese cotte,24.4,113,5.8,0.1,0.0,False,False,False,False,dolcificanti,5
tagliatelle di riso cotte,42.3,190,3.2,0.4,1.8,False,True,True,False,carboidrati,100
maccheroni di grano integrale cotti,37.2,174,7.5,0.8,3.9,True,True,True,True,carboidrati,100
spaghetti cotti,71.0,363,13.3,2.1,4.1,False,False,True,True,carboidrati,100
spaghetti di grano integrale cotti,37.2,174,7.5,0.8,6.3,True,True,True,True,carboidrati,100
cialde,24.7,218,5.9,10.6,0.0,True,True,True,True,grassi,15
guscio di taco al forno,8.3,61,0.8,2.7,0.9,False,False,False,False,dolcificanti,5
pasta sfoglia,112.0,1367,18.1,94.3,3.7,True,True,True,True,carboidrati,100
muffin ai mirtilli,30.2,214,2.6,9.2,0.6,False,True,True,True,carboidrati,100
molliche di pane,77.7,427,14.4,5.7,4.9,True,True,True,True,carboidrati,100
rotolo caldo di cannella mcdonalds,15.0,113,2.0,5.1,0.5,False,False,True,True,condimenti,10
muffin di mais,33.7,201,3.9,5.5,2.2,True,True,True,True,carboidrati,100
tortilla,98.4,467,14.3,1.9,4.7,True,True,True,True,carboidrati,100
crostini stagionati,25.4,186,4.3,7.3,2.0,False,True,False,False,frutta,120
cialde di latticello,16.0,102,2.4,3.1,0.9,True,True,True,True,dolcificanti,5
tortilla di farina,24.1,146,3.9,3.7,1.2,False,False,True,False,carboidrati,100
ciambella smaltata,6.2,55,0.8,3.0,0.3,False,False,True,False,frutta,120
tortilla di mais,10.7,52,1.4,0.7,1.5,False,False,True,False,carboidrati,100
muffin,23.6,169,3.9,6.5,1.5,True,True,True,True,carboidrati,100
crostini,5.9,33,1.0,0.5,0.4,True,True,True,False,frutta,120
ciambella con ripieno di gelatina,33.2,289,5.0,15.9,0.8,True,True,True,True,dolcificanti,5
Rotoli di cannella dolci,42.2,309,5.1,13.6,2.0,False,False,False,True,dolcificanti,5
muffin di crusca d'avena,8.2,46,1.2,1.3,0.8,True,True,True,False,carboidrati,100
ciambella cruller francese,24.4,169,1.3,7.5,0.5,True,False,True,True,frutta,120
frittelle,10.8,86,2.4,3.7,0.0,True,True,True,True,frutta,120
ciambella al cioccolato,34.4,250,2.7,11.9,1.3,False,False,True,False,dolcificanti,5
involtini di formaggio dolce,28.8,238,4.7,12.1,0.8,True,False,True,True,proteine,90
"eclairCity name (optional, probably does not need a translation)",11.2,234,4.4,19.2,0.4,True,True,True,True,carboidrati,100
ciambella con ripieno di crema,25.5,307,5.4,20.8,0.7,False,False,True,True,dolcificanti,5
pasta di frutta tostapane,37.1,209,2.4,5.6,0.5,False,False,True,False,carboidrati,100
ciambella,22.9,192,2.3,10.3,0.7,True,True,True,True,grassi,15
frittelle di frumento integrale,12.9,92,3.7,2.9,1.2,True,True,True,True,frutta,120
